age,default,balance,housing,loan,day,duration,campaign,pdays,previous,y,cellular,telephone,unknown,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep
56,0,247,0,0,30,44,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,0,5632,1,0,30,380,7,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,1,-4,0,1,30,788,2,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,0,2178,1,0,30,74,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,0,273,1,0,30,55,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,0,1,0,30,61,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,1,-701,1,0,30,988,2,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,0,1383,1,1,30,622,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,0,8226,1,0,30,137,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,0,4372,1,0,30,122,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,0,998,1,0,30,38,2,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,92,0,0,30,86,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,629,0,0,30,432,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0,1203,0,0,30,227,8,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,-139,0,0,30,120,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,69,1,0,30,149,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,0,-375,0,0,30,814,2,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,0,0,0,0,30,144,9,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,0,0,1,0,30,126,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,0,321,1,0,30,918,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57,1,195,0,1,30,185,4,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
52,0,959,0,0,30,694,2,-1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,6486,0,0,30,272,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,0,784,0,1,30,149,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,0,4151,1,1,30,543,4,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,1335,1,0,30,94,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,0,3831,0,0,30,87,4,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
60,0,1091,0,0,30,441,5,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,0,0,1,1,30,89,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,0,4576,0,0,30,82,2,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
29,0,1082,0,1,30,77,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,0,359,1,0,30,444,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,0,1389,0,0,30,34,4,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
59,0,0,1,0,30,73,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,-406,1,0,30,152,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,0,1005,0,1,30,69,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,0,554,1,0,30,74,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,51,0,0,30,289,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0,0,1,0,30,172,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,276,1,0,30,535,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,0,18,1,0,30,72,19,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,0,335,0,0,30,44,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0,2862,1,1,30,132,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1,-1,0,1,30,1171,4,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,1,238,0,0,30,376,8,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,1305,0,0,30,72,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,0,3414,0,0,30,117,6,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
57,0,3819,0,0,30,1001,2,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
36,0,96,0,0,30,729,4,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,0,1013,1,0,30,341,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,0,0,0,30,186,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,0,0,0,0,30,509,2,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,0,1498,1,0,30,1078,11,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,0,1194,0,0,30,166,4,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
51,1,61,0,1,30,27,20,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0,223,1,0,30,698,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,648,0,0,30,674,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,0,1507,1,0,30,114,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,0,1011,1,0,30,340,2,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,286,0,0,30,106,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0,2032,0,0,30,424,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,0,11310,1,0,30,436,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,657,1,0,30,159,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,0,-333,0,1,30,208,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0,-363,0,1,30,96,11,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,0,1,0,30,359,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,0,1328,0,0,30,69,9,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,0,4,0,0,30,259,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,0,-202,1,1,30,225,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,0,230,0,0,30,1089,4,-1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
56,0,152,1,1,30,65,7,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,0,1,0,30,106,23,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,0,0,0,0,30,266,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,-156,0,1,30,1211,2,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,0,1046,1,1,30,50,20,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,0,0,0,0,30,130,3,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
37,0,11,0,0,30,109,8,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
51,1,-160,0,1,30,118,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,0,1308,0,0,30,183,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,0,726,0,1,30,94,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,0,779,0,0,30,647,10,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,0,-31,0,1,30,96,6,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54,0,114,0,0,30,458,3,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,0,1785,0,0,30,225,7,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,0,179,0,0,30,103,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,1223,1,0,30,112,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,0,269,1,0,30,145,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,2374,0,0,30,143,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,0,328,1,0,30,216,9,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,-340,1,1,30,156,8,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34,0,356,1,0,30,52,7,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,0,1841,1,0,30,154,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,0,2892,1,1,30,1165,7,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,0,555,0,1,30,117,11,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,0,664,1,1,30,266,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,217,1,0,30,107,11,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,1116,1,0,30,486,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,0,6671,1,1,30,72,9,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,4,0,0,30,63,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,0,0,0,0,30,100,6,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,2613,1,0,30,174,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,0,242,1,0,30,62,12,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,-176,1,0,30,47,31,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,0,167,1,0,30,103,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,0,197,0,0,30,95,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,0,591,1,0,30,233,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,726,1,1,30,109,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,-665,0,0,30,342,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,0,3,1,1,30,64,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,0,443,0,0,30,84,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,0,1302,1,0,30,89,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,0,398,0,0,30,1567,5,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,0,0,1,0,30,41,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,2023,0,0,30,67,21,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,0,2922,0,0,30,153,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,0,15681,0,0,30,140,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,0,-179,1,0,30,335,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,0,33,1,0,30,246,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,0,0,0,30,740,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0,-299,1,0,30,86,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0,119,0,1,30,85,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,0,332,1,1,30,35,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,0,-1598,1,0,30,104,7,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,0,147,0,0,30,90,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,221,0,0,30,149,13,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,0,1553,0,0,30,85,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,0,2349,0,1,30,350,3,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,-468,1,0,30,540,8,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,330,0,1,30,115,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,732,0,0,30,109,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,0,0,0,0,30,595,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,0,1712,1,0,30,155,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,0,0,1,1,30,278,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,0,285,1,1,30,242,4,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,3188,1,0,30,288,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,0,3721,1,0,30,163,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,0,230,1,0,30,339,10,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
60,0,194,0,1,30,61,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,0,34,0,0,30,29,1,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
41,0,97,0,0,30,244,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,0,0,0,0,30,123,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,0,2173,0,0,30,352,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,0,66,0,1,30,72,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57,0,4664,0,0,30,103,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,0,-174,0,1,30,113,10,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57,0,133,0,1,30,173,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,0,0,0,30,187,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,1,-444,0,1,30,168,8,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
43,0,410,1,1,30,50,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,0,0,1,0,30,191,3,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,251,1,0,30,153,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,0,1180,0,0,30,22,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,3972,0,0,30,122,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,0,1,0,30,251,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,0,856,1,1,30,95,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,0,128,1,0,30,49,5,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
55,0,2366,1,1,30,94,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,0,2489,0,0,30,207,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,0,2248,1,0,30,122,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,1340,0,1,30,88,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,1326,0,0,30,96,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,819,0,0,30,100,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,0,679,0,0,30,761,4,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,0,167,0,0,30,97,11,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0,0,0,0,30,638,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,384,0,1,30,142,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,206,1,0,30,695,2,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,0,1300,0,0,30,135,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,0,892,1,0,30,269,17,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57,0,39,1,0,30,354,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,0,305,0,0,30,169,3,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
56,0,5486,1,0,30,251,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,0,1,1,0,30,764,4,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0,4000,0,0,30,251,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,0,921,0,0,30,23,15,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0,16,0,0,30,121,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,0,1015,0,1,30,100,3,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
36,0,0,1,0,30,184,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,0,251,0,0,30,180,7,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,166,0,0,30,151,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,0,29,0,0,30,130,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,0,337,0,0,30,300,5,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
59,0,123,1,0,30,70,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,285,1,0,30,68,11,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,0,1175,1,1,30,141,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,0,-437,0,1,30,130,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,1,0,1,1,30,75,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,0,81,0,1,30,61,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,0,86,0,0,30,95,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,0,0,1,0,30,1259,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,0,489,1,0,30,356,4,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,0,412,1,0,30,134,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,0,-288,0,1,30,311,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,0,769,0,0,30,157,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,1,-319,0,1,30,89,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0,37,1,0,30,239,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,0,78,1,0,30,2692,9,-1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,-62,0,1,30,117,17,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,0,1939,1,0,30,121,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,0,2518,0,0,30,675,3,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0,1923,0,0,30,331,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,0,2682,0,0,30,103,8,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,346,0,0,30,230,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,0,0,0,0,30,100,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,0,397,0,1,30,192,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,0,2,1,0,30,783,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,0,184,1,0,30,87,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,972,1,0,30,294,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,89,1,0,30,96,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,0,1705,0,0,30,92,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,0,0,1,0,30,54,12,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,0,-11,1,0,30,172,28,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,-1099,1,0,30,56,9,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,1,35,0,0,30,185,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,0,0,0,0,30,196,3,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,0,230,0,0,30,394,14,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
51,0,1337,0,0,30,74,6,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
43,0,378,0,0,30,782,8,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,0,2047,0,0,30,342,6,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,0,321,0,1,30,151,10,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,0,283,1,0,30,383,7,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
52,0,0,0,0,30,249,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,0,23,0,0,30,93,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,423,1,0,30,134,24,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,0,-209,0,0,30,215,3,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
37,0,869,0,0,30,60,8,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,0,395,0,1,30,188,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,160,1,0,30,83,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,8,0,0,30,88,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,144,0,0,30,187,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,0,630,1,0,30,219,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,680,1,0,30,84,4,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,742,0,0,30,77,5,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,1,13,1,1,30,21,25,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,0,50,0,0,30,160,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,0,89,1,0,30,61,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,0,4194,0,1,30,208,3,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,900,1,0,30,84,2,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,0,345,1,1,30,98,13,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,391,0,1,30,962,4,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,1,-1322,1,0,30,105,11,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,0,846,1,0,30,213,7,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,5414,0,0,30,166,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,0,393,1,1,30,111,8,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,0,-144,0,0,30,481,3,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,3536,0,0,31,106,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,0,1500,1,0,31,101,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,694,1,0,31,75,14,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,394,1,1,31,75,3,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,0,244,1,0,31,56,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57,0,644,0,1,31,263,4,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,0,3337,1,1,31,24,14,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
43,0,0,0,0,31,408,8,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,11,0,0,31,22,19,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,0,0,1,0,31,35,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,116,1,0,31,15,19,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,70,1,0,31,13,11,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,0,25290,0,0,31,81,12,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,0,1938,1,0,31,81,7,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,670,1,0,31,435,6,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
